gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000158402	25.3711582956825	1.33117498445529	0.260627788234016	5.10757119751189	3.26326154818504e-07	0.00874195136143291	CDC25C
ENSG00000101255	99.4995235472503	-0.888490112644485	0.186206668795033	-4.77152681154771	1.82834636579598e-06	0.0244897853966543	TRIB3
ENSG00000114796	12.7476947758003	2.01647481679007	0.450974846645176	4.47136870668226	7.77205689327511e-06	0.0694018773713157	KLHL24
ENSG00000128965	21.3570927065818	-4.41937865188306	1.08781582074491	-4.06261663748994	4.85256873316836e-05	0.324988659482118	CHAC1
ENSG00000172927	32.4673431395308	0.775370062638455	0.203644721158174	3.80746457963039	0.000140398840587901	0.752228908101857	MYEOV
ENSG00000119950	20.4643765036485	1.08748773836725	0.302814752428142	3.59126406374575	0.000329078003646171	1	MXI1
ENSG00000128272	191.191246015769	-0.733090733411306	0.205988280828091	-3.55889534328951	0.000372417884870365	1	ATF4
ENSG00000175197	66.3963642240628	-1.04994934526026	0.299228142600147	-3.50885894667763	0.000450033509653097	1	DDIT3
ENSG00000112200	28.482112992326	0.838135021584412	0.239238745227687	3.5033414875452	0.000459460023458038	1	ZNF451
ENSG00000084733	75.0062687418681	0.633049473664196	0.181146653185501	3.4946793801149	0.00047463154537984	1	RAB10
ENSG00000225830	10.6149904523812	1.19574718813396	0.370025035758716	3.23153049815169	0.00123129183428128	1	ERCC6
ENSG00000153071	22.9895818596693	0.8360116235974	0.259119028643416	3.22636136749289	0.00125374952272881	1	DAB2
ENSG00000115896	8.1782949292691	1.46128048330052	0.455418270038493	3.20865582133323	0.00133357025204077	1	PLCL1
ENSG00000169554	29.9992955553456	0.709932399921932	0.22398700151359	3.1695249953103	0.00152688324748833	1	ZEB2
ENSG00000136630	1.60397209252188	-3.71531684267227	1.19059384369205	-3.12055774717515	0.00180508901818638	1	HLX
ENSG00000168209	360.833206031264	-1.35091891764053	0.434975498448965	-3.1057356620261	0.00189806308411331	1	DDIT4
ENSG00000233016	76.4694189044208	-0.573910575325046	0.186084226181819	-3.08414413785019	0.002041386668405	1	SNHG7
ENSG00000198771	42.9265932919592	0.730953686764081	0.237648898230485	3.07577140986852	0.00209958743488386	1	RCSD1
ENSG00000264522	11.1835797412826	1.14033975696995	0.373013754502991	3.05709841313857	0.00223490886674803	1	OTUD7B
ENSG00000091732	36.6771610007892	-0.623297440437152	0.204464834390738	-3.04843344966603	0.00230037858664606	1	ZC3HC1
ENSG00000185262	86.3556012742754	0.448129317610882	0.147153356824778	3.04532174651298	0.00232431512117948	1	UBALD2
ENSG00000271254	17.084043992039	-1.29581102347034	0.427774612007814	-3.0291910438263	0.00245209567194502	1	ENSG00000271254
ENSG00000103423	54.9926827703415	-0.51028389856559	0.16929315243034	-3.01420282651751	0.00257655490601514	1	DNAJA3
ENSG00000175182	8.87709220410113	-1.16426159725818	0.386652638228846	-3.01113061737107	0.00260276864358756	1	FAM131A
ENSG00000168497	86.4090390603188	0.528738680402838	0.176546634249777	2.99489527313663	0.00274539084959511	1	CAVIN2
ENSG00000005156	23.5068582513436	0.69512002202402	0.232763744011864	2.98637584205807	0.00282305447409916	1	LIG3
ENSG00000099875	83.2001607754914	-0.389407548993125	0.130881126430303	-2.97527657053358	0.00292724502505361	1	MKNK2
ENSG00000163900	31.1034306953297	-0.709319113610506	0.238914381112365	-2.96892598221997	0.00298842571081186	1	TMEM41A
ENSG00000164402	71.5992461420881	0.528896412755494	0.178663660001554	2.96029093297929	0.00307348647599364	1	SEPTIN8
ENSG00000143970	19.5246715490475	0.771565673332004	0.26172104483552	2.94804597703214	0.00319789499550478	1	ASXL2
ENSG00000024862	11.2401139193135	1.21586163873714	0.416116925756837	2.92192305450139	0.00347877471675021	1	CCDC28A
ENSG00000189120	8.55558063666614	1.14492347652399	0.393827372845052	2.9071708963573	0.00364713887373361	1	SP6
ENSG00000182899	604.297582729852	-0.332985269028601	0.115155762023869	-2.89160753379914	0.00383276403182871	1	RPL35A
ENSG00000129657	35.0948254030155	0.617478538503703	0.214196592435416	2.8827654608459	0.00394200828546544	1	SEC14L1
ENSG00000234912	10.5601826868323	-0.973591539992946	0.338487968379501	-2.87629585374624	0.00402372377873363	1	SNHG20
ENSG00000290460	1.51172409528088	-3.22393080952764	1.1332904582695	-2.84475245159171	0.00444459499902579	1	ENSG00000290460
ENSG00000189180	15.1122339923445	0.916553818110928	0.322450322430069	2.84246519340884	0.00447661189310447	1	ZNF33A
ENSG00000261840	3.25146679762332	-1.91767566662717	0.676499852641552	-2.83470226806281	0.00458684112127855	1	ENSG00000261840
ENSG00000125257	14.2058649900756	1.00473882791717	0.356481892325904	2.81848489235077	0.00482508816357533	1	ABCC4
ENSG00000138668	374.477545019857	0.322331453006048	0.114995955243161	2.80298078592827	0.00506326857268248	1	HNRNPD
ENSG00000010292	79.9292817188491	0.423445551039729	0.151718714227205	2.79099090179213	0.00525469493347326	1	NCAPD2
ENSG00000112033	10.3646230242284	-1.14251887969484	0.409474356965174	-2.79020861809915	0.005267408920954	1	PPARD
ENSG00000168610	88.7926983237469	0.420361315547919	0.150705393603956	2.7892917797793	0.00528234510817657	1	STAT3
ENSG00000187837	1433.69706025775	0.323339949392026	0.115945506719889	2.78872341446726	0.00529162352950808	1	H1-2
ENSG00000103150	1.09614499527943	3.28247562884789	1.19530106970929	2.74614966223214	0.0060299249176671	1	MLYCD
ENSG00000198547	2.35025188334858	3.07251282403956	1.12897725308072	2.72150108928711	0.00649861709343133	1	C20orf203
ENSG00000129474	1.92725920104409	3.18227167791087	1.18250760732939	2.69112152698772	0.00712122486299755	1	AJUBA
ENSG00000075151	29.9729563966858	0.552478008656176	0.205334795469376	2.6906204931963	0.00713192748611834	1	EIF4G3
ENSG00000163635	4.64734374503002	1.5750072204056	0.586037750400861	2.68755249867141	0.00719777866810853	1	ATXN7
ENSG00000105185	175.358540085506	-0.413940844773064	0.154049675509495	-2.68706080297814	0.00720838297477365	1	PDCD5
ENSG00000168826	3.35128802036164	-1.51044331756055	0.562305880222746	-2.68615956312286	0.00722785625248949	1	ZBTB49
ENSG00000276533	2.26263446326565	-2.91870863953471	1.08790996256159	-2.682858637182	0.00729958382352835	1	ENSG00000276533
ENSG00000170949	6.25528318962944	1.2297986979842	0.458443495786476	2.68255239585073	0.00730627057169886	1	ZNF160
ENSG00000106852	5.62732398426521	-1.22503289861794	0.457722494845118	-2.67636594752124	0.00744253321181162	1	LHX6
ENSG00000119878	11.1988397659954	0.969982609775917	0.362687449024689	2.67443114556161	0.00748561460408938	1	CRIPT
ENSG00000172795	54.8903511565342	0.509862839424079	0.190761708935282	2.67277349458562	0.00752270253012274	1	DCP2
ENSG00000165030	11.0030713570565	-1.08113907495024	0.405159401076425	-2.66842894939096	0.00762068948786245	1	NFIL3
ENSG00000147144	1.46414649836102	3.01123761607686	1.12962567052603	2.66569510116978	0.00768293373578326	1	CCDC120
ENSG00000176986	52.7183134056038	-0.433215155682255	0.162912557989318	-2.65918822360313	0.00783291892780106	1	SEC24C
ENSG00000164713	111.980655681783	-0.377218133421403	0.142001195526679	-2.65644336318656	0.00789697146611689	1	BRI3
ENSG00000163864	7.35839091523753	1.19525292276911	0.450991693263369	2.65027702421808	0.00804257954762847	1	NMNAT3
ENSG00000116260	10.9244814564254	-1.43719705943754	0.542979404885213	-2.64687214009777	0.00812400631692188	1	QSOX1
ENSG00000172216	80.4303611905385	-0.648754983223818	0.24559817381862	-2.64153015935264	0.00825324587233002	1	CEBPB
ENSG00000213064	12.2665666209013	1.09376375451637	0.414227629338503	2.64048961741893	0.00827863292351465	1	SFT2D2
ENSG00000113272	26.9382544010706	0.725158568308064	0.275641056357914	2.63080753603869	0.00851822608876486	1	THG1L
ENSG00000138757	77.8562604680205	0.486960303719366	0.185392397119854	2.62664656849197	0.00862308469788367	1	G3BP2
ENSG00000154310	39.73379800816	0.69711800278664	0.266705207006172	2.61381474554603	0.00895375706996493	1	TNIK
ENSG00000274180	5.60140555024945	1.30879726062929	0.501815174486455	2.60812611330194	0.00910394063587129	1	NATD1
ENSG00000206195	2.33154523071518	-2.0658680035537	0.792710585164019	-2.60608101142771	0.0091584797453064	1	DUXAP8
ENSG00000048162	65.2170528798123	-0.707554512553886	0.271656488350996	-2.60459272240788	0.00919835282958349	1	NOP16
ENSG00000198756	18.8785054561343	-0.907497056541339	0.349500171738252	-2.59655682578887	0.00941633285601757	1	COLGALT2
ENSG00000068366	15.1561633117526	1.11263150223393	0.428757891061497	2.59501113665648	0.00945878541147823	1	ACSL4
ENSG00000111452	3.70876519960909	-1.91027451000029	0.736837146394136	-2.59253285389941	0.00952720811511255	1	ADGRD1
ENSG00000147133	17.5827491953587	0.675150289912869	0.260635033880647	2.59040498071353	0.00958630820270884	1	TAF1
ENSG00000138111	9.46627414217152	-1.36863748019248	0.529340230420474	-2.58555349005935	0.00972227860906615	1	MFSD13A
ENSG00000111641	6.56015184369359	-1.04418290329847	0.405595269670902	-2.57444546664884	0.0100400912498823	1	NOP2
ENSG00000173890	5.00074934561656	1.7805321297844	0.692000806818754	2.57302030899329	0.0100815291679264	1	GPR160
ENSG00000147419	23.2856609763343	-0.65791379141849	0.256112384413821	-2.56884801929549	0.0102037197202318	1	CCDC25
ENSG00000277075	6.60943618340933	-1.65667773994209	0.645329431372136	-2.56718144160816	0.0102528947997162	1	H2AC8
ENSG00000197948	4.81122364469436	1.68292224062832	0.656380609374447	2.56394265246836	0.0103490642358218	1	FCHSD1
ENSG00000240230	17.0945113676551	-0.769718535409715	0.300394384628897	-2.56235993346086	0.0103963512866511	1	COX19
ENSG00000136381	33.5127739513566	0.65568875562108	0.256118928772331	2.56009486984827	0.0104643592670403	1	IREB2
ENSG00000174080	2.9594005942524	2.05240138926991	0.802284021292533	2.55819801317164	0.0105216161372664	1	CTSF
ENSG00000160818	76.2712443785396	-0.422974580583531	0.165427112468269	-2.5568637103828	0.0105620590405027	1	GPATCH4
ENSG00000148399	44.3157489492147	-0.644969004672319	0.252615306776868	-2.55316676135549	0.0106748372947489	1	DPH7
ENSG00000204130	7.07357862874763	1.14598241384409	0.44992424402429	2.54705637463319	0.010863588174178	1	RUFY2
ENSG00000167862	69.0865755296007	-0.406047745799936	0.159704254322905	-2.54249799118657	0.0110063233884369	1	MRPL58
ENSG00000162543	7.77333120049354	0.940332172674571	0.370723824755347	2.536476238869	0.0111974341292938	1	UBXN10
ENSG00000289520	0.961852063714345	-3.16744331140157	1.25351768275658	-2.52684374139511	0.0115092697590197	1	ENSG00000289520
ENSG00000108774	98.5612602350015	-0.422941235441189	0.167532079498501	-2.52453880299966	0.0115850214574349	1	RAB5C
ENSG00000154309	1.6087869337451	2.93340930178305	1.16225479225221	2.52389520898315	0.0116062520059371	1	DISP1
ENSG00000125246	0.768285627718489	-3.41017191835235	1.35709292209986	-2.51285071406585	0.0119760001187299	1	CLYBL
ENSG00000126062	10.919586100069	-0.93920038171369	0.374187443730401	-2.50997300270283	0.0120740392118961	1	TMEM115
ENSG00000141580	28.0381197477075	-0.518339080267905	0.206590078386544	-2.50902213850782	0.0121065896578304	1	WDR45B
ENSG00000111269	4.36888379340431	1.51322005676781	0.604036597375332	2.50517942678155	0.0122389288556806	1	CREBL2
ENSG00000115998	2.4314730895322	-1.58286393365764	0.631838947756763	-2.50516993179564	0.0122392574348133	1	C2orf42
ENSG00000100304	59.1601437469927	-0.406011256470573	0.16257283159633	-2.49741148311118	0.0125103694052528	1	TTLL12
ENSG00000158158	3.9164423874601	-1.77434424713139	0.712506555473814	-2.49028480299589	0.0127640766938001	1	CNNM4
ENSG00000163597	170.433742496499	0.317496656615772	0.128047001990325	2.47953213804851	0.0131554874077398	1	SNHG16
ENSG00000221916	1.09046649842001	3.04762079241921	1.23022938931486	2.47727848065514	0.0132388561111922	1	C19orf73
ENSG00000196757	6.74201662302554	1.26939895828299	0.513658182610654	2.47129122295162	0.0134626134840143	1	ZNF700
ENSG00000183808	12.0827574534689	0.732737000458677	0.29725234890537	2.46503350825309	0.013700043890947	1	RBM12B
ENSG00000152256	6.89070193600685	1.14518782316656	0.466870060509679	2.45290482306013	0.0141707827511054	1	PDK1
ENSG00000134369	17.2732463085143	0.633418827065511	0.258635753602496	2.44907681263214	0.0143222901084058	1	NAV1
ENSG00000118513	71.1681182454919	0.5443861021547	0.222319566081708	2.44866482851367	0.0143386807303067	1	MYB
ENSG00000108100	56.3951502523226	0.551320192639254	0.22580224099804	2.44160638177209	0.0146220795654108	1	CCNY
ENSG00000198265	38.6651094985559	0.452824378039528	0.186036261567687	2.43406513452634	0.0149303081399937	1	HELZ
ENSG00000167658	1275.7572453435	0.2737510606619	0.11256058029846	2.4320331321679	0.0150143338161332	1	EEF2
ENSG00000204472	2.55377593148247	2.1987756765673	0.904549200000359	2.43079721541563	0.0150656439035944	1	AIF1
ENSG00000134684	177.79909281197	-0.321147834726484	0.13214151926858	-2.43033254426071	0.015084975015921	1	YARS1
ENSG00000145439	13.7050744941881	0.826434005898636	0.340080992522121	2.43010936827021	0.0150942672812096	1	CBR4
ENSG00000042445	6.40519824709726	-1.07849191682988	0.443993523827514	-2.42907127908663	0.0151375559658325	1	RETSAT
ENSG00000183309	6.23595541555177	1.22937401007971	0.506538346993509	2.42701074336523	0.0152238050316023	1	ZNF623
ENSG00000092621	55.7276051640515	-0.744985768663505	0.307037316504055	-2.42636881127661	0.0152507630184315	1	PHGDH
ENSG00000184110	3.89564354454	1.63289824442365	0.673391525354741	2.4248868346887	0.0153131593156739	1	EIF3C
ENSG00000164889	74.9554061707134	-0.602806555476832	0.248839169644552	-2.42247454987853	0.0154152054911384	1	SLC4A2
ENSG00000162434	60.8353986533863	0.461123444641509	0.190762265984578	2.41726759881741	0.0156375161747025	1	JAK1
ENSG00000165861	3.03767205024299	1.72600946803399	0.714370433794459	2.41612668495545	0.0156866025361668	1	ZFYVE1
ENSG00000109390	119.083015754685	-0.569139430104195	0.235601235935601	-2.41568949264665	0.0157054480690467	1	NDUFC1
ENSG00000285053	5.83661097314849	1.30483761149028	0.540216719500874	2.41539657027991	0.0157180858676216	1	ENSG00000285053
ENSG00000187601	6.46970689475925	-1.10999537705204	0.460384811375295	-2.41101650103569	0.0159081286892474	1	MAGEH1
ENSG00000225159	23.3886489981772	1.17365808754852	0.486900176583375	2.41046962805434	0.0159319977767434	1	NPM1P39
ENSG00000132386	14.2772648100948	-1.03538087659421	0.429954248128285	-2.40811872682157	0.0160349653971676	1	SERPINF1
ENSG00000184897	120.983990160522	0.301053888030972	0.125112319599308	2.40626893494698	0.0161163956347193	1	H1-10
ENSG00000269858	6.9492800891965	-1.08539318267627	0.452021675725046	-2.40119720129636	0.0163415273017512	1	EGLN2
ENSG00000289260	3.70408485472848	-1.76231491669125	0.734089449850003	-2.40068143882376	0.0163645757910228	1	ENSG00000289260
ENSG00000167930	14.5823532756116	-0.960787310859703	0.400955969671965	-2.39624144178663	0.0165641752990221	1	FAM234A
ENSG00000176105	51.2378620834297	0.759972733133158	0.317216131811272	2.39575688913988	0.0165860871751927	1	YES1
ENSG00000162772	23.0256984772268	-1.14875614712176	0.480239315034456	-2.39204936197142	0.0167545888470152	1	ATF3
ENSG00000188603	0.934502213351348	-3.28888050313822	1.37742058936063	-2.38770970068398	0.0169537276008102	1	CLN3
ENSG00000177888	2.05676250273078	2.04214128534142	0.856191136540279	2.38514649146376	0.0170723215845292	1	ZBTB41
ENSG00000172292	10.6180174187217	-0.860781395925081	0.360894257734079	-2.38513464118163	0.0170728715567901	1	CERS6
ENSG00000110911	10.1819555493369	-0.864864757808443	0.362920170306146	-2.3830716189703	0.0171688537695067	1	SLC11A2
ENSG00000146373	9.04449333355306	0.998120726185622	0.419500885098298	2.37930541183898	0.0173452981571456	1	RNF217
ENSG00000198874	13.1767021201485	-0.906640403755688	0.381300466577603	-2.37775844308118	0.0174182321410422	1	TYW1
ENSG00000172315	31.2037727780988	-0.479024529033864	0.20181455616042	-2.37358760511355	0.0176162135437743	1	TP53RK
ENSG00000006459	10.660179979006	1.10978161393777	0.467682641226004	2.3729373641676	0.017647256263104	1	KDM7A
ENSG00000113739	9.0802891760155	-1.64453982160093	0.693701427592871	-2.37067383197906	0.0177556923051295	1	STC2
ENSG00000278259	53.8008621790952	-0.390515445355567	0.164755482309434	-2.37027284240609	0.0177749627425461	1	MYO19
ENSG00000118193	33.1596137848826	0.697100738261958	0.294282010495069	2.36881872965741	0.0178449971486283	1	KIF14
ENSG00000157741	22.506413813737	0.648291012468353	0.273678717386452	2.36880316693726	0.0178457480014023	1	UBN2
ENSG00000136997	193.657502277566	0.609058349488433	0.257421859214953	2.3659931264029	0.017981778260881	1	MYC
ENSG00000158195	227.27078180843	0.292085030105579	0.123714200349042	2.36096607569303	0.0182273979388663	1	WASF2
ENSG00000094975	6.26312654251789	-1.04338852115499	0.442570387813462	-2.35756514643895	0.0183952272939126	1	SUCO
ENSG00000156136	10.7914704302663	1.62749493122945	0.690332793635182	2.35755123649758	0.0183959164910865	1	DCK
ENSG00000070669	1.71737050052008	-2.91936488498837	1.23851181244321	-2.35715546324048	0.0184155353782537	1	ASNS
ENSG00000168003	117.292067802917	-1.00214998703974	0.425528472204185	-2.35507152282601	0.0185191408231585	1	SLC3A2
ENSG00000134698	6.80489034581441	1.1482975689681	0.487795073178641	2.35405733289884	0.0185697466887898	1	AGO4
ENSG00000214654	2.86795830417863	2.2753537034699	0.967448845041696	2.35191112701348	0.0186772368137519	1	B3GALT9
ENSG00000244716	2.44983564393972	-1.91646642464817	0.816375027902428	-2.34753190524738	0.0188982545531366	1	RPL17P7
ENSG00000177045	10.5881720483457	0.799954875720275	0.341052876351939	2.34554502010646	0.0189992839412336	1	SIX5
ENSG00000130703	14.9339234686112	0.705857338125239	0.301346480539267	2.34234472180359	0.019163006141418	1	OSBPL2
ENSG00000158792	5.76187805762187	-1.18070965451589	0.504883192855799	-2.33857983633278	0.0193571893664697	1	SPATA2L
ENSG00000156140	5.94433669362883	1.3040984157964	0.557745246773801	2.33816141569969	0.0193788762430877	1	ADAMTS3
ENSG00000107521	51.3251662839541	-0.575675415597183	0.24653560011008	-2.3350599886594	0.0195402871399372	1	HPS1
ENSG00000110344	16.7686163365922	0.895215689832002	0.384089167137617	2.33074964468147	0.0197665647556942	1	UBE4A
ENSG00000137824	21.1459030670381	-0.683082381074371	0.293329946451047	-2.3287168232868	0.0198740722861245	1	RMDN3
ENSG00000163535	11.4538562061789	1.05304291108913	0.452609250037758	2.32660492687959	0.0199863020785742	1	SGO2
ENSG00000239382	7.91465058590116	-1.41771802996833	0.60941302664571	-2.32636646737212	0.019999008917216	1	ALKBH6
ENSG00000123689	37.1511646136048	-1.03253679478387	0.443970015989066	-2.32569037907573	0.020035074113268	1	G0S2
ENSG00000105856	15.9625783436473	0.855679061669008	0.368104843842396	2.32455257240615	0.0200958973355009	1	HBP1
ENSG00000100836	13.4957645518936	-0.774232734940343	0.333151492545916	-2.32396598023236	0.0201273174392086	1	PABPN1
ENSG00000103257	71.9075215585487	-0.496911433006686	0.214377566556249	-2.31792645559444	0.0204533183668134	1	SLC7A5
ENSG00000006704	16.326686137892	-0.695540300341063	0.30010658768041	-2.31764422672973	0.0204686644847174	1	GTF2IRD1
ENSG00000162545	1.37244593508412	2.44637288289001	1.05572469411563	2.31724510805283	0.0204903835963134	1	CAMK2N1
ENSG00000184451	4.01080083470918	1.57825075339446	0.681258134938573	2.31667068979187	0.0205216773828092	1	CCR10
ENSG00000197586	10.1838368527938	-0.870238517429433	0.37618521943721	-2.31332458710459	0.0207047998628171	1	ENTPD6
ENSG00000205571	1.35538376284524	2.5542600513037	1.1042942693171	2.31302481799826	0.0207212746735825	1	SMN2
ENSG00000179295	67.7125050803911	0.380308961554232	0.16464689344988	2.30984595934694	0.0208966838147175	1	PTPN11
ENSG00000012061	44.5468086219246	0.389301133059837	0.168697148383767	2.30769243457643	0.0210162491652889	1	ERCC1
ENSG00000010165	35.222011754777	-0.419729236515669	0.182072493644229	-2.30528636212246	0.0211505408286674	1	METTL13
ENSG00000127980	14.1723056112983	0.796140979276594	0.34537507546087	2.30514891155426	0.0211582349673017	1	PEX1
ENSG00000126561	114.748116733673	0.291885937692651	0.127021459605631	2.29792618191352	0.0215659908526834	1	STAT5A
ENSG00000111364	36.0190933704585	-0.461285055882041	0.200905307292522	-2.29603220591082	0.0216740399989181	1	DDX55
ENSG00000104368	0.833284553568355	-3.24077931280088	1.41322509644061	-2.29317984867606	0.0218376528076896	1	PLAT
ENSG00000110917	54.1638829830656	-0.664141406605105	0.28993198607762	-2.2906800163377	0.0219819272436238	1	MLEC
